fecha_operacion,numero_operacion,tipo_operacion,monto,moneda,cuenta_origen,cuenta_destino,banco_origen,banco_destino,descripcion,estado,canal,content_hash
2025-09-19 21:58:16.043113,OP-00008301,DEPOSITO,36257.96,PEN,469-5058551-0-48,540-4262272-5-69,RIPLEY,SCOTIABANK,Para silencio serie hombres madrid si.,COMPLETADA,WEB,a5194e055ade58b3
2025-10-02 02:30:16.043113,OP-00006860,RETIRO,28740.58,PEN,662-4523368-4-76,912-5610752-6-51,RIPLEY,FALABELLA,Otros victoria jorge como sociedad este buenos mujeres.,COMPLETADA,MOBILE,30fdd37dbaf5352e
2025-09-08 13:35:16.043113,OP-00009073,DEPOSITO,2105.26,PEN,623-9976929-0-59,,PICHINCHA,,Formas tipos blanco razón comisión he partir cine.,COMPLETADA,WEB,d9df23969d420b11
2025-09-06 18:52:16.043113,OP-00002878,DEPOSITO,33638.94,USD,436-9382447-6-68,,PICHINCHA,,Central grupo trabajo siguiente.,COMPLETADA,SUCURSAL,e6501c12c22a5b4b
2025-09-09 01:49:16.043113,OP-00000187,RETIRO,11303.51,PEN,586-4745575-5-40,470-1369595-1-24,INTERBANK,BANBIF,Pregunta fuentes pedro sabía.,COMPLETADA,WEB,e3e466b1b3edd26b
2025-09-26 11:49:16.043113,OP-00003780,TRANSFERENCIA,47677.59,PEN,454-6386937-7-90,,RIPLEY,BBVA,Profesional pero diciembre eso hospital pie empresas.,COMPLETADA,SUCURSAL,1495aa29cea459e9
2025-10-02 21:59:16.043113,OP-00001831,RETIRO,43368.0,USD,381-5127258-6-80,164-8405628-8-42,INTERBANK,BCP,Su anterior este estamos tenían mantener.,COMPLETADA,WEB,97fb3c7efb07861e
2025-09-07 14:51:16.043113,OP-00005642,RETIRO,9400.41,PEN,130-4677736-0-85,430-8670313-8-57,BANBIF,BANBIF,Instituciones queda hacia sala dado estudio.,COMPLETADA,WEB,3095bce3beb342b5
2025-09-05 04:56:16.043113,OP-00002960,TRANSFERENCIA,25156.08,PEN,174-8682126-2-64,948-7108842-3-34,BANBIF,,Partir busca podía sería memoria amor horas.,COMPLETADA,WEB,e940a64522993ed1
2025-09-24 17:07:16.043113,OP-00007075,DEPOSITO,14100.16,PEN,572-5776301-8-21,260-1157637-5-51,BBVA,BN,Gracias nos ii puede tener quien luz.,COMPLETADA,MOBILE,ab70393d93a102d2
2025-09-11 20:47:16.043113,OP-00005447,RETIRO,19914.76,PEN,985-4334128-3-92,340-2303090-5-15,FALABELLA,BANBIF,Habría hicieron quiere pasó médico.,PENDIENTE,WEB,69563094bb65e5fc
2025-09-08 14:30:16.043113,OP-00001235,RETIRO,16748.73,PEN,517-7289609-3-66,662-3007405-3-81,FALABELLA,BBVA,Espacio teatro nivel fuentes arriba.,COMPLETADA,MOBILE,d04e06b11f7248a4
2025-09-19 11:53:16.043113,OP-00006616,DEPOSITO,36785.7,PEN,732-2029263-0-48,567-2458920-3-96,BN,BN,Nivel mirada justicia nivel.,COMPLETADA,WEB,e45e61bcd9bed107
2025-09-09 03:26:16.043113,OP-00003916,RETIRO,24809.88,PEN,537-6050109-0-63,179-6666800-4-94,BN,INTERBANK,Sur orden constitución años respuesta diario largo.,FALLIDA,WEB,aaaff5af2f9f5242
2025-09-28 01:29:16.043113,OP-00000447,DEPOSITO,25987.84,PEN,516-3072234-1-36,,SCOTIABANK,FALABELLA,Cuatro autor costa ella.,COMPLETADA,SUCURSAL,4470b3387ed633d2
2025-09-20 18:47:16.043113,OP-00000845,RETIRO,40738.51,USD,996-8452331-1-69,412-1973867-2-52,PICHINCHA,CITIBANK,Humanos llevar apenas tampoco ejército hacía decir.,COMPLETADA,SUCURSAL,298d38793056f331
2025-09-17 09:51:16.043113,OP-00005202,DEPOSITO,33191.6,USD,694-2349062-7-67,249-7511943-1-33,SCOTIABANK,SCOTIABANK,Algo un interior aire estuvo donde.,COMPLETADA,WEB,c8aafbec93fa1240
2025-09-27 00:12:16.043113,OP-00008269,DEPOSITO,28463.27,PEN,651-7317305-6-67,332-3118364-8-93,BANBIF,BANBIF,Cuales san mesa baja mis estudios va.,COMPLETADA,MOBILE,ff8c7419f5336af6
2025-10-01 05:56:16.043113,OP-00008350,DEPOSITO,3341.98,PEN,941-5280021-7-76,599-3498993-8-15,BANBIF,BN,Tipo obstante primeras estar importante obstante.,COMPLETADA,ATM,228d62f7aee12f61
2025-09-24 01:53:16.043113,OP-00002441,DEPOSITO,393.12,PEN,391-6206156-8-93,921-8296786-0-59,BANBIF,RIPLEY,Humana favor nunca dentro.,FALLIDA,MOBILE,1495db39cab237aa
2025-10-01 23:41:16.043113,OP-00009017,RETIRO,13381.62,USD,997-1638941-2-32,,BN,,Metros toma cuando si libro.,COMPLETADA,WEB,8ada2aeac7d2e04a
2025-09-13 20:52:16.043113,OP-00006265,TRANSFERENCIA,7061.48,PEN,116-7250494-1-50,417-5852668-7-55,BN,RIPLEY,Vía teoría algo estaban orden.,COMPLETADA,WEB,a79eaea57e1c3f21
2025-09-10 07:36:16.043113,OP-00001295,TRANSFERENCIA,29409.71,PEN,828-8814118-5-69,728-9527476-2-31,BANBIF,BANBIF,Nivel especialmente grupo entrada riesgo proyectos américa.,COMPLETADA,MOBILE,41e1bc53f819572c
2025-09-07 05:40:16.043113,OP-00005641,DEPOSITO,2500.14,PEN,451-1212965-8-94,,BANBIF,BCP,Ahora llegado mujer militar intereses análisis lugar.,COMPLETADA,ATM,779eb1fb379227e1
2025-09-28 01:05:16.043113,OP-00005519,RETIRO,1443.37,PEN,979-5525179-0-55,604-1212478-0-93,SCOTIABANK,BCP,Aumento seguro habían.,COMPLETADA,SUCURSAL,4ee9f30ace73be2b
2025-09-22 03:04:16.043113,OP-00009473,TRANSFERENCIA,28068.86,PEN,102-4362955-0-37,794-4943765-1-69,FALABELLA,,Realidad república n.,COMPLETADA,WEB,465f78fbcf3863eb
2025-09-05 23:00:16.043113,OP-00005068,DEPOSITO,38302.22,PEN,766-1458017-5-72,,BCP,BANBIF,Martín marzo humana cosa esos buenos.,COMPLETADA,SUCURSAL,54e64485d231b299
2025-09-29 12:35:16.043113,OP-00003443,TRANSFERENCIA,9303.13,PEN,135-9900729-5-18,,INTERBANK,,Anterior ambiente has tenía armas cámara aquellas.,COMPLETADA,MOBILE,ffa3d2d6ef205725
2025-09-14 09:48:16.043113,OP-00008055,DEPOSITO,38223.18,PEN,157-1156812-2-37,720-4912800-4-52,SCOTIABANK,,Creo costa más figura horas.,COMPLETADA,MOBILE,f56717933a5aa089
2025-09-10 11:59:16.043113,OP-00008757,TRANSFERENCIA,43040.73,PEN,841-2583067-8-23,896-3052175-1-65,BCP,BANBIF,Estamos miembros presenta estado.,COMPLETADA,WEB,81f0d10b20218acd
2025-09-04 14:24:16.043113,OP-00006763,DEPOSITO,49290.27,PEN,768-8749608-6-22,550-6953715-5-25,BN,FALABELLA,Problema nuestras casos finalmente meses problemas consumo.,COMPLETADA,MOBILE,3c662b623bf7d053
2025-09-04 17:12:16.043113,OP-00000777,TRANSFERENCIA,29613.0,PEN,642-2475985-1-61,,BCP,BCP,Desde todas resulta todo adelante.,COMPLETADA,SUCURSAL,6baaba3a5e7a6cd0
2025-09-30 03:41:16.043113,OP-00002154,TRANSFERENCIA,44116.27,PEN,694-2866840-1-73,751-5141658-8-94,CITIBANK,,México somos posibilidad veces adelante.,COMPLETADA,WEB,f9822ac61d0bb63d
2025-09-22 07:58:16.043113,OP-00005559,RETIRO,24413.23,PEN,336-6138910-0-63,865-7368538-0-69,INTERBANK,,Formación mi libro generales empresas.,COMPLETADA,WEB,c8028f7a3e64c4ef
2025-09-26 09:14:16.043113,OP-00004921,DEPOSITO,18918.63,PEN,855-2595783-1-78,,BANBIF,INTERBANK,Investigación permite servicio cuatro.,COMPLETADA,SUCURSAL,8bafddf1347c7ca6
2025-09-11 02:55:16.043113,OP-00006562,RETIRO,2080.52,PEN,913-2725791-5-85,,BN,CITIBANK,Tendrá sabe da siglo voz josé octubre ex.,COMPLETADA,MOBILE,40e550a780325c3a
2025-10-01 21:48:16.043113,OP-00009970,RETIRO,3171.58,PEN,147-9360930-3-87,387-8036925-5-37,PICHINCHA,,Puedo llega pocos pacientes flores te pregunta hermano.,COMPLETADA,ATM,291d155aa3496536
2025-09-19 04:52:16.043113,OP-00006135,TRANSFERENCIA,31205.87,PEN,122-1590120-7-32,699-4291240-1-34,FALABELLA,BN,Llamado mar parece resultados aspecto.,COMPLETADA,SUCURSAL,60bac9512816f881
2025-09-29 18:48:16.043113,OP-00007783,RETIRO,21132.95,PEN,351-3389730-5-97,173-3172621-0-48,SCOTIABANK,BANBIF,Razón cuenta pablo hace diario.,COMPLETADA,WEB,5bbbdfafb0b46cbf
2025-09-18 13:30:16.043113,OP-00008849,DEPOSITO,8159.01,PEN,277-5452726-0-27,294-6522301-8-10,BANBIF,,Llama antes vida cuya dan.,PENDIENTE,ATM,670612e7f20f8111
2025-09-22 01:18:16.043113,OP-00007643,DEPOSITO,48615.51,USD,775-5578784-1-66,353-8386185-3-79,BN,BCP,Tengo autoridades don.,COMPLETADA,MOBILE,0217bdafd048e165
2025-09-23 08:57:16.043113,OP-00007190,TRANSFERENCIA,24152.37,PEN,687-8823786-4-84,,INTERBANK,,Conciencia francia espera atención fin.,COMPLETADA,WEB,813a64e748798625
2025-09-20 08:35:16.043113,OP-00003184,DEPOSITO,48685.23,PEN,657-9885801-8-78,,CITIBANK,,Ir hacia siguiente relaciones vez tierra francisco.,COMPLETADA,MOBILE,23c1fe0e6d3cc786
2025-09-09 01:42:16.043113,OP-00008375,DEPOSITO,3078.48,PEN,968-4142159-0-36,928-9250787-1-32,BANBIF,SCOTIABANK,Cabo asunto del d todavía.,COMPLETADA,ATM,fef0d550e8c89e8f
2025-09-13 11:57:16.043113,OP-00003200,DEPOSITO,30466.87,PEN,837-6716476-7-25,274-6245970-6-50,FALABELLA,BBVA,Perdido energía nombre deja plan o.,COMPLETADA,SUCURSAL,a051a2c724e93fd3
2025-09-13 06:45:16.043113,OP-00001290,TRANSFERENCIA,11928.55,PEN,686-6796847-0-46,877-8517662-4-47,FALABELLA,BBVA,Administración arte resultados presenta.,COMPLETADA,MOBILE,e56453f75f5d404a
2025-09-15 20:50:16.043113,OP-00004582,TRANSFERENCIA,5292.27,PEN,590-9116891-1-87,738-3282925-4-93,BANBIF,PICHINCHA,Encuentro producto más obra tienen.,COMPLETADA,ATM,05cc8f8c10650e6b
2025-09-16 01:11:16.043113,OP-00006865,DEPOSITO,14548.18,PEN,636-9051594-0-19,137-9690325-6-29,BCP,INTERBANK,Dan música dios cuya sola civil.,COMPLETADA,WEB,7a0749715e306c9b
2025-09-22 14:42:16.043113,OP-00009389,RETIRO,19250.45,PEN,838-8132827-6-30,261-4103173-5-10,CITIBANK,BCP,Historia allí o naturaleza.,COMPLETADA,WEB,08cebfd910d7b4e9
2025-10-02 16:01:16.043113,OP-00007918,TRANSFERENCIA,49517.22,PEN,862-8367146-7-56,,BBVA,FALABELLA,Hacen esta modelo creación años voz hay.,COMPLETADA,MOBILE,5db6b4b5ea1c1bf9
2025-09-24 02:10:16.043113,OP-00009161,RETIRO,36196.95,PEN,641-8136824-4-45,250-3249268-4-25,RIPLEY,,Noviembre mira pp siguientes llega justicia.,COMPLETADA,SUCURSAL,48ad3e0337500dd4
2025-09-26 04:16:16.043113,OP-00004107,TRANSFERENCIA,36927.46,PEN,376-7808063-1-85,722-1961184-2-75,INTERBANK,,Movimiento mantener todavía ya ministerio habrá.,COMPLETADA,SUCURSAL,c0774be59587041c
2025-09-26 01:10:16.043113,OP-00004127,DEPOSITO,7941.69,USD,923-5959180-4-59,,RIPLEY,BBVA,Gobierno ningún personal diez es orden.,COMPLETADA,WEB,93b6178ec4f4f8d5
2025-09-17 08:16:16.043113,OP-00008625,RETIRO,23766.46,PEN,695-7430594-4-74,104-3524793-8-29,INTERBANK,PICHINCHA,Aspecto como verdad dio ante algunos incluso.,COMPLETADA,MOBILE,1b0e0f6810b5f393
2025-10-04 03:11:16.043113,OP-00003967,TRANSFERENCIA,43212.1,PEN,140-3820811-0-86,895-1191227-5-63,SCOTIABANK,INTERBANK,Puesto zona hacía socialista saber especial porque.,COMPLETADA,WEB,9d612d8bbd6f4753
2025-09-11 09:47:16.043113,OP-00001880,RETIRO,40668.29,PEN,516-6019166-5-86,,FALABELLA,INTERBANK,Podemos uno mitad nacional cerca va aquellas larga.,COMPLETADA,WEB,ffdb780dacb0d89a
2025-09-05 08:36:16.043113,OP-00009622,RETIRO,35407.5,PEN,307-1373137-1-44,516-1340505-7-33,INTERBANK,,Él corte solución campo conocimiento ni.,COMPLETADA,MOBILE,50df26b65d902151
2025-09-26 18:37:16.043113,OP-00009768,TRANSFERENCIA,2884.52,PEN,357-3224256-2-97,,RIPLEY,BN,Necesidad términos tener organización.,COMPLETADA,MOBILE,533c9c3b6517a697
2025-09-21 17:21:16.043113,OP-00005458,TRANSFERENCIA,2140.88,PEN,450-3421309-6-73,233-3642354-6-88,INTERBANK,,Título capital cuadro solución porque línea puerto.,COMPLETADA,MOBILE,7ba0723fc4452400
2025-10-04 21:03:16.043113,OP-00009713,DEPOSITO,44140.0,PEN,980-1024456-2-69,,BN,,Sueño capaz seguir especial memoria.,COMPLETADA,MOBILE,7daa5029f317454c
2025-09-29 05:35:16.043113,OP-00003588,TRANSFERENCIA,27194.72,USD,574-2727830-2-14,,INTERBANK,CITIBANK,Curso fiscal al aun saber hora parece.,COMPLETADA,MOBILE,ea4e9d55501bb1a4
2025-09-18 13:43:16.043113,OP-00003866,TRANSFERENCIA,28449.32,USD,478-6495850-1-78,774-7780993-6-58,BCP,CITIBANK,Recursos participación oficial horas consumo mano.,COMPLETADA,MOBILE,ad52493bec63dc1a
2025-10-01 12:38:16.043113,OP-00002149,DEPOSITO,14485.95,USD,276-5831318-5-21,,BBVA,CITIBANK,Aún nuevo después democracia hechos veces minutos usted.,COMPLETADA,WEB,10b1e4869412c439
2025-09-22 01:38:16.043113,OP-00004132,TRANSFERENCIA,26297.1,PEN,184-3892193-1-29,274-4173541-3-15,BBVA,BANBIF,Estaba paz gracias ii.,COMPLETADA,WEB,2f19f8696f4d6f4c
2025-09-07 01:58:16.043113,OP-00006113,RETIRO,4934.42,USD,877-7321555-2-19,,RIPLEY,,El lópez claro premio.,COMPLETADA,SUCURSAL,b4c265e58c05e8ad
2025-09-17 22:55:16.043113,OP-00004135,DEPOSITO,32694.47,USD,868-5247772-7-89,190-8885745-0-60,BANBIF,BANBIF,Cultura r mano bueno nuevo españoles que.,COMPLETADA,WEB,165efeb9afd55fa6
2025-09-08 19:45:16.043113,OP-00007294,TRANSFERENCIA,42608.98,PEN,629-6332710-1-23,306-6749647-0-46,RIPLEY,CITIBANK,Europea primer estado.,COMPLETADA,MOBILE,9eea63a2ac4e451e
2025-09-17 18:46:16.043113,OP-00001084,TRANSFERENCIA,16818.0,PEN,483-7961125-2-25,800-2827828-1-68,RIPLEY,,Tipos otra hemos máximo nunca nos peso.,COMPLETADA,WEB,bd1b6e8030d7e121
2025-09-14 11:24:16.043113,OP-00000862,DEPOSITO,9317.36,PEN,499-2857322-0-92,361-8863536-0-88,PICHINCHA,,El cambios sola estaban minutos fernando habla.,COMPLETADA,ATM,ec57f116f25194cf
2025-09-29 03:21:16.043113,OP-00005213,RETIRO,19844.45,PEN,638-5623449-2-49,,FALABELLA,BN,Bastante estaban operación tipos casa experiencia llevar.,COMPLETADA,WEB,fa928f2ac99c08e0
2025-09-20 02:03:16.043113,OP-00000110,RETIRO,6271.8,PEN,347-7909305-5-72,419-5454100-5-80,SCOTIABANK,CITIBANK,Podría tú intereses ese mí.,COMPLETADA,SUCURSAL,9ebcb7e27ff544d3
2025-09-25 08:43:16.043113,OP-00004456,RETIRO,7340.14,PEN,366-2986026-3-91,,BCP,BCP,Carne habían autor necesario asociación.,COMPLETADA,WEB,260eef833e44b115
2025-09-26 02:08:16.043113,OP-00001943,RETIRO,15682.88,USD,471-3275661-0-82,,RIPLEY,BANBIF,Sola ambiente decisión también sistemas.,COMPLETADA,WEB,fe9ce0b0346ed58e
2025-09-23 04:59:16.043113,OP-00006203,DEPOSITO,47946.92,PEN,513-3651381-0-74,,PICHINCHA,,Nueva instituciones total puerto.,FALLIDA,MOBILE,032ca4d35f97a48b
2025-09-18 04:27:16.043113,OP-00004332,TRANSFERENCIA,24910.28,PEN,455-9653857-7-75,553-9374873-1-61,PICHINCHA,,Alguna o distintas.,COMPLETADA,WEB,8cddba69cabe6c3e
2025-09-05 14:50:16.043113,OP-00009302,TRANSFERENCIA,41166.45,PEN,135-2543000-6-63,,SCOTIABANK,PICHINCHA,Espera junto igual siempre.,FALLIDA,WEB,131e99f05167bf0f
2025-09-20 20:30:16.043113,OP-00002041,RETIRO,18130.69,PEN,617-3119032-1-77,780-4938826-6-30,CITIBANK,PICHINCHA,Riesgo flores deben ningún luego sector seguridad.,COMPLETADA,WEB,06b7c65b0fa5ff28
2025-09-11 06:49:16.043113,OP-00008119,DEPOSITO,29672.51,PEN,737-1711303-8-30,426-2470816-5-36,BANBIF,SCOTIABANK,Volvió alguna encuentran interior.,COMPLETADA,MOBILE,9cc2cffe84998cac
2025-09-07 04:47:16.043113,OP-00008790,TRANSFERENCIA,1025.75,PEN,705-4002451-3-29,761-6835584-4-45,SCOTIABANK,BCP,Bastante misma entonces trabajar costa acción aquellas cómo.,COMPLETADA,WEB,3d07753c2fc73fe9
2025-10-01 23:25:16.043113,OP-00004879,RETIRO,15677.51,PEN,278-6111726-5-34,644-6342988-0-49,FALABELLA,BANBIF,C encuentro políticos director boca.,PENDIENTE,WEB,b3cb7dd12fa3bfd0
2025-09-22 06:25:16.043113,OP-00004660,RETIRO,31291.18,USD,614-6489012-1-15,174-1514504-5-37,BBVA,SCOTIABANK,Dios podía régimen manos grado grandes régimen.,COMPLETADA,WEB,6bcdd79892235e8e
2025-10-04 17:30:16.043113,OP-00007109,TRANSFERENCIA,2618.56,PEN,670-2324162-3-86,161-3326390-2-20,SCOTIABANK,BBVA,Finalmente posición norte falta falta marco.,COMPLETADA,WEB,4e94bb5e4695eda8
2025-09-21 21:29:16.043113,OP-00002776,TRANSFERENCIA,9056.62,PEN,438-1065857-2-89,336-2593146-6-63,SCOTIABANK,BN,Carrera usted hijo fuego.,COMPLETADA,SUCURSAL,40b755d71e98d805
2025-09-26 23:40:16.043113,OP-00004146,DEPOSITO,32977.76,PEN,250-9173525-0-11,,CITIBANK,PICHINCHA,Domingo oficial hijo lugar.,COMPLETADA,MOBILE,54f6491e4d55f2dc
2025-09-24 15:27:16.043113,OP-00002324,TRANSFERENCIA,32819.75,PEN,673-5230653-1-16,,FALABELLA,,Justicia calle doctor decisión tiene.,COMPLETADA,MOBILE,94d9a58701b51516
2025-09-12 02:45:16.043113,OP-00002618,RETIRO,32782.64,PEN,342-8881183-2-48,,BBVA,BBVA,Democracia contra fútbol argentina.,COMPLETADA,WEB,cd3156d34543649c
2025-09-14 11:53:16.043113,OP-00002412,DEPOSITO,6457.01,PEN,681-9288216-6-32,,INTERBANK,FALABELLA,Dio trabajar les estaban nos podrá.,COMPLETADA,SUCURSAL,03c3d715727bd59e
2025-09-07 08:19:16.043113,OP-00001095,DEPOSITO,42017.81,PEN,949-1637912-2-30,,BCP,BCP,Exterior mí dicho tratamiento sala pedro madrid.,COMPLETADA,ATM,a876c5ed51ca3cea
2025-09-22 08:47:16.043113,OP-00006841,DEPOSITO,14471.72,PEN,547-6632221-0-67,811-1632271-0-30,BN,FALABELLA,Encontrar sol quería mí realidad estas real música.,COMPLETADA,MOBILE,4c3cf9a8c77f8da3
2025-09-25 03:45:16.043113,OP-00003136,TRANSFERENCIA,13333.6,PEN,744-3874000-1-98,912-8070891-3-51,RIPLEY,RIPLEY,Posible popular santa más material mar.,FALLIDA,WEB,f83668d284fbb94d
2025-09-12 06:42:16.043113,OP-00006303,TRANSFERENCIA,8008.75,PEN,457-1124151-3-90,879-5473761-0-60,SCOTIABANK,INTERBANK,Sectores sólo somos pp tipos.,COMPLETADA,WEB,af34be5dafa46f67
2025-09-13 13:38:16.043113,OP-00005041,DEPOSITO,500.25,PEN,919-6759624-4-41,868-1235743-5-36,PICHINCHA,BN,Marco debido mesa diversos república nuestra tal.,COMPLETADA,MOBILE,27e84232fa88e055
2025-09-05 16:46:16.043113,OP-00005429,DEPOSITO,43248.57,PEN,197-5192108-8-95,449-3961196-7-97,INTERBANK,BBVA,Visita llegar entrada rafael ayuda toma.,COMPLETADA,MOBILE,322bab24a2b3df3c
2025-09-14 21:39:16.043113,OP-00003806,DEPOSITO,39325.41,PEN,439-7480080-3-79,698-5422168-8-63,CITIBANK,FALABELLA,Memoria lópez viejo espacio carlos.,FALLIDA,ATM,6e5362e04062a512
2025-09-07 21:51:16.043113,OP-00000885,RETIRO,9157.26,PEN,974-6254758-2-34,136-4923856-3-24,SCOTIABANK,BANBIF,Sistema diversas larga objeto pregunta.,COMPLETADA,MOBILE,8bf518353b6b9a75
2025-09-19 04:47:16.043113,OP-00002655,DEPOSITO,1220.5,PEN,762-7703688-0-55,869-4341151-3-14,BBVA,BN,Particular pp dirección suficiente etc.,COMPLETADA,WEB,7a2837466002582e
2025-09-15 14:57:16.043113,OP-00005899,DEPOSITO,41904.03,USD,708-7493316-8-52,913-9047613-4-49,INTERBANK,SCOTIABANK,Blanco seguro estoy final importantes cierta metros carlos.,COMPLETADA,SUCURSAL,8428ff10f5d95ffd
2025-09-29 18:59:16.043113,OP-00007600,TRANSFERENCIA,13034.36,PEN,692-1606717-3-48,,BCP,CITIBANK,Dicho lleva cosa luis objetivo.,COMPLETADA,WEB,7add97b3086c4a36
2025-09-20 19:54:16.043113,OP-00000465,RETIRO,18559.4,PEN,924-5554693-4-25,512-5488660-7-46,INTERBANK,CITIBANK,Suelo pueden generales realizar propuesta plazo posible.,COMPLETADA,WEB,59cd5313cde35be4
2025-09-06 12:52:16.043113,OP-00006297,RETIRO,4300.02,PEN,324-5077329-2-62,782-9178522-5-67,RIPLEY,,Buenos importancia carne manuel modelo todos participación plaza.,COMPLETADA,MOBILE,2c51e2c6be4563f9
2025-09-14 01:58:16.043113,OP-00008481,RETIRO,37393.41,PEN,774-4211136-0-94,621-6515211-2-36,FALABELLA,CITIBANK,Contra forma problema conocimiento quién buen.,COMPLETADA,MOBILE,f60ecd1590ab1047
2025-09-14 22:13:16.043113,OP-00005193,TRANSFERENCIA,16138.73,PEN,931-8868417-5-51,969-8621209-8-16,RIPLEY,FALABELLA,Vino pueblo dos.,COMPLETADA,WEB,35dae37cba69c016
2025-09-18 13:47:16.043113,OP-00006614,DEPOSITO,17117.83,PEN,644-5793495-8-58,315-5497729-5-68,RIPLEY,PICHINCHA,Rodríguez produce ideas presencia enero algo.,COMPLETADA,MOBILE,256b650566bbb618
2025-09-30 18:55:16.043113,OP-00005301,DEPOSITO,43268.86,PEN,173-2709529-0-29,115-9681145-3-30,FALABELLA,INTERBANK,Fueron ex población buena.,COMPLETADA,MOBILE,2ff439f1b36ea0a5
2025-09-08 19:59:16.043113,OP-00002203,TRANSFERENCIA,408.73,PEN,584-4224805-3-74,749-1534897-6-33,RIPLEY,,Diciembre presenta suerte aire mujeres.,COMPLETADA,MOBILE,88655f3d0217fa7a
2025-09-09 11:21:16.043113,OP-00007204,TRANSFERENCIA,40984.76,PEN,391-9860630-2-53,,BANBIF,SCOTIABANK,Sabía cuadro segunda contra junto personal en.,COMPLETADA,ATM,409cbb40028f3956
2025-09-06 11:20:16.043113,OP-00001263,DEPOSITO,20979.25,USD,393-3687747-2-24,,FALABELLA,,Sus ellos tenido marzo.,COMPLETADA,MOBILE,3c79aa9770844e89
2025-09-08 13:58:16.043113,OP-00006171,DEPOSITO,5285.7,PEN,207-5950704-4-21,812-9506124-1-39,BANBIF,CITIBANK,Alrededor saber junio medidas autoridades.,COMPLETADA,ATM,37a9b4106cc6d387
2025-09-21 23:35:16.043113,OP-00000976,RETIRO,8959.87,PEN,431-7433947-4-18,335-6622932-6-15,BCP,,Queda propios sobre estudio centros campo hemos.,COMPLETADA,WEB,8320e3bf88535865
2025-09-28 16:35:16.043113,OP-00006467,TRANSFERENCIA,47636.76,PEN,121-3770593-2-40,412-6365552-1-28,PICHINCHA,CITIBANK,Administración llega lópez único pese.,COMPLETADA,MOBILE,1537b7c2ff048c0d
2025-09-16 04:16:16.043113,OP-00004926,TRANSFERENCIA,21127.27,PEN,962-7551136-2-73,866-9003773-3-92,BBVA,,Cualquier producto trabajar atención blanca.,COMPLETADA,ATM,9deb09b5a82b721d
2025-09-06 09:44:16.043113,OP-00000942,RETIRO,6954.33,PEN,656-2713798-8-73,388-7619887-4-17,BCP,CITIBANK,Dolor única nuevos acciones algo congreso.,COMPLETADA,MOBILE,a64b2de056a1c4fd
2025-09-12 09:15:16.043113,OP-00005264,DEPOSITO,36523.73,PEN,754-6849508-1-56,,PICHINCHA,CITIBANK,Cámara escuela buen podrá cerca dinero.,COMPLETADA,MOBILE,509efbde37b73302
2025-09-14 20:17:16.043113,OP-00004724,RETIRO,48420.34,PEN,196-4582113-7-62,,BBVA,CITIBANK,Igual teatro dio tuvo ejemplo.,COMPLETADA,WEB,78c8e6360af14cf7
2025-10-03 01:12:16.043113,OP-00002388,RETIRO,41040.35,PEN,213-5195304-5-72,351-4192450-6-34,BCP,BN,Hasta uno decisión.,PENDIENTE,WEB,3b8392e80a915506
2025-09-04 16:45:16.043113,OP-00005022,RETIRO,27855.06,USD,924-5022316-0-96,,INTERBANK,BN,Apoyo imposible libre fuera.,PENDIENTE,MOBILE,53194f8802e34bfb
2025-09-23 00:20:16.043113,OP-00004392,TRANSFERENCIA,24212.66,PEN,858-8022155-1-17,,CITIBANK,BCP,Por base n.,COMPLETADA,SUCURSAL,42d58a6299010648
2025-09-21 08:13:16.043113,OP-00005149,DEPOSITO,45524.32,PEN,622-9097909-7-94,570-3645984-5-55,RIPLEY,BANBIF,Psoe fuerte decía educación área elecciones.,COMPLETADA,MOBILE,cc5c77560b358d25
2025-09-09 05:31:16.043113,OP-00003222,RETIRO,28168.05,PEN,679-8877880-6-36,,BCP,INTERBANK,Antes victoria habrá recuerdo ir consejo.,COMPLETADA,MOBILE,405abbde6fb968e9
2025-09-26 06:18:16.043113,OP-00003883,DEPOSITO,35170.22,PEN,297-2091041-8-73,490-2010426-6-84,PICHINCHA,,Elecciones torno efectos parece.,COMPLETADA,WEB,79a20c42333add14
2025-10-04 20:53:16.043113,OP-00009914,TRANSFERENCIA,41292.3,PEN,831-8440537-5-96,,FALABELLA,SCOTIABANK,Siguientes ambos méxico.,PENDIENTE,SUCURSAL,bafcb63430cee546
2025-09-27 13:36:16.043113,OP-00007348,DEPOSITO,22618.83,PEN,830-8130279-4-36,436-2063012-2-44,PICHINCHA,SCOTIABANK,Familia juego amigos.,COMPLETADA,MOBILE,9c26e54f731d6d2e
2025-09-15 23:14:16.043113,OP-00006558,TRANSFERENCIA,40056.65,PEN,402-7740879-4-51,,INTERBANK,SCOTIABANK,Violencia sociales libro programa.,COMPLETADA,MOBILE,3dfdcd6ad9cf9e98
2025-09-27 03:38:16.043113,OP-00002790,DEPOSITO,18985.64,PEN,182-7166771-0-27,212-1652976-3-63,RIPLEY,FALABELLA,Negro momento situación septiembre habían amigo.,COMPLETADA,WEB,90a47a8e568ac118
2025-10-04 06:08:16.043113,OP-00000945,DEPOSITO,28731.54,USD,541-4578221-2-63,,SCOTIABANK,BCP,Desde aquel buenos otro historia única.,COMPLETADA,ATM,9d4524c6b2afbce9
